maranyane a mahala a le wena o kgonang go a fetola.	maraɲanɪ a mahala a lɪ wɪna ʊ k͡χʰʊnaŋ χʊ a fɪtʊla .
Tlou, Sheila; Lindsey, Elizabeth; Hirschfeld, Miriam (May–June 2003). "Home-based care in Botswana: Experiences of older women and young girls". Health Care for Women International. 24 (6): 486–501. doi:10.1080/07399330390199384. PMID 12851169. S2CID 25217406.	t͡ɬʊu , ʃɪila , lindsɪj , ɪlizabɪtʰ , hirskhfɪld , miriam maj d͡ʒunɪ dikɪtɪ t͡sɪ pɪdi lɪ bʊrarʊ . hʊmɪ basɪd karɪ in bʊt͡swana , ɪkspɪriɪnkɪs ʊf ʊldɪr wʊmɪn and jʊuŋ χirls . hɪaltʰ karɪ fʊr wʊmɪn intɪrnatiʊnal . masʊmɪ a mabɪdi lɪ bʊnɪ bʊratarʊ , mak͡χʰʊlʊ a manɪ lɪ masʊmɪ a fɪraŋ bʊbɪdi lɪ bʊratarʊ χʊ ja χʊ mak͡χʰʊlʊ a mat͡ɬʰanʊ lɪ bʊŋwɪ . dʊi , lɪsʊmɪ . sɪkɪtɪ lɪ masʊmɪ a fɪraŋ bʊbɪdi bʊsupa bʊrarʊ bʊfɪra bʊŋwɪ bʊfɪra bʊŋwɪ bʊrarʊ bʊrarʊ lɪfɪla bʊrarʊ bʊfɪra bʊŋwɪ lɪfɪla bʊŋwɪ bʊfɪra bʊŋwɪ bʊfɪra bʊŋwɪ bʊrarʊ bʊfɪra bʊbɪdi bʊnɪ . pmid bʊŋwɪ bʊbɪdi bʊfɪra bʊbɪdi bʊt͡ɬʰanʊ bʊŋwɪ bʊŋwɪ bʊratarʊ bʊfɪra bʊŋwɪ . s bʊbɪdi kid bʊbɪdi bʊt͡ɬʰanʊ bʊbɪdi bʊŋwɪ bʊsupa bʊnɪ lɪfɪla bʊratarʊ .
Go tloga ka 2024, Batswana ke morafe o o nang le bontsi mo Botswana, ba dira mo e ka nnang 79% ya baagi, ba latelwa ke Ba-Kalanga ka 11% le Ba-San (Basarwa) ka 3%. 7% e e setseng e na le Batswana ba Basweu/Batswana ba Yuropa, Maindia, le palo ya merafe e mengwe e mennye ya Borwa jwa Aforika.	χʊ t͡ɬʊχa ka dikɪtɪ t͡sɪ pɪdi lɪ masʊmɪ a mabɪdi lɪ bʊnɪ , bat͡swana kɪ mʊrafɪ ʊ ʊ naŋ lɪ bʊnt͡si mʊ bʊt͡swana , ba dira mʊ ɪ ka nnaŋ masʊmɪ a supaŋ lɪ bʊfɪra bʊŋwɪ mʊ lɪk͡χʰʊlʊŋ ja baaχi , ba latɪlwa kɪ ba kalaŋa ka lɪsʊmɪ lɪ bʊŋwɪ mʊ lɪk͡χʰʊlʊŋ lɪ ba san basarwa ka bʊrarʊ mʊ lɪk͡χʰʊlʊŋ . bʊsupa mʊ lɪk͡χʰʊlʊŋ ɪ ɪ sɪt͡sɪŋ ɪ na lɪ bat͡swana ba baswɪu bat͡swana ba jurʊpa , maindia , lɪ palʊ ja mɪrafɪ ɪ mɪŋwɪ ɪ mɪnɲɪ ja bʊrwa d͡ʒwa afʊrika .
2002 Congressional Black Caucus Annual Legislative Conference Weekend Chairman's Award – Washington D.C., USA (September 2002)	dikɪtɪ t͡sɪ pɪdi lɪ bʊbɪdi kʊŋrɪssiʊnal blakk kaukus annual lɪχislativɪ kʊnfɪrɪnkɪ wɪɪkɪnd khairman s award waʃiŋtʊn d . k , usa sɪptɪmbɪr dikɪtɪ t͡sɪ pɪdi lɪ bʊbɪdi
Mochudi ke botsalo jwa ga Mma Ramotswe. Mogaka wa Motseletsele wa dibuka tsa No. 1 Ladies' Detective Agency. Michelle Obama o ne a etela motse o ka nako ya loeto lwa ga Tautona Obama wa U.S. kwa Aforika ka 2011.	mʊkhudi kɪ bʊt͡salʊ d͡ʒwa χa mma ramʊt͡swɪ . mʊχaka wa mʊt͡sɪlɪt͡sɪlɪ wa dibuka t͡sa nʊ . bʊŋwɪ ladiɪs dɪtɪktivɪ aχɪnkj . mikhɪllɪ ʊbama ʊ nɪ a ɪtɪla mʊt͡sɪ ʊ ka nakʊ ja lʊɪtʊ lwa χa tautʊna ʊbama wa u . s . kwa afʊrika ka dikɪtɪ t͡sɪ pɪdi lɪ lɪsʊmɪ lɪ bʊŋwɪ .
Du Saussay, Christian (1984). Legislation on Wildlife and Protected Areas in Africa. Food & Agriculture Org. p. 58. ISBN 978-92-5-101171-3. Retrieved 29 May 2024	du saussaj , khristian sɪkɪtɪ lɪ mak͡χʰʊlʊ a fɪraŋ bʊŋwɪ lɪ masʊmɪ a fɪraŋ bʊbɪdi lɪ bʊnɪ . lɪχislatiʊn ʊn wildlifɪ and prʊtɪktɪd arɪas in afrika . fʊʊd lɪ aχrikulturɪ ʊrχ . p . masʊmɪ a mat͡ɬʰanʊ lɪ bʊfɪra bʊbɪdi . isbn mak͡χʰʊlʊ a fɪraŋ bʊŋwɪ lɪ masʊmɪ a supaŋ lɪ bʊfɪra bʊbɪdi masʊmɪ a fɪraŋ bʊŋwɪ lɪ bʊbɪdi bʊt͡ɬʰanʊ dikɪtɪ t͡sɪ lɪk͡χʰʊlʊ lɪ bʊŋwɪ lɪ lɪk͡χʰʊlʊ lɪ masʊmɪ a supaŋ lɪ bʊŋwɪ bʊrarʊ . rɪtriɪvɪd masʊmɪ a mabɪdi lɪ bʊfɪra bʊŋwɪ maj dikɪtɪ t͡sɪ pɪdi lɪ masʊmɪ a mabɪdi lɪ bʊnɪ
Go ya ka hisetori, go dirisiwa ga diphaposi go simolotse go dirisiwa mo dingwaong tsa bogologolo tsa Minoan mo e ka nnang ka 2200 B.C., koo go epololwa kwa Akrotiri kwa Santorini go senolang diphaposi tse di tlhalositsweng sentle mo teng ga dikago dingwe.	χʊ ja ka hisɪtʊri , χʊ dirisiwa χa dipʰapʊsi χʊ simʊlʊt͡sɪ χʊ dirisiwa mʊ diŋwaʊŋ t͡sa bʊχʊlʊχʊlʊ t͡sa minʊan mʊ ɪ ka nnaŋ ka dikɪtɪ t͡sɪ pɪdi lɪ mak͡χʰʊlʊ a mabɪdi b . k , kʊʊ χʊ ɪpʊlʊlwa kwa akrʊtiri kwa santʊrini χʊ sɪnʊlaŋ dipʰapʊsi t͡sɪ di t͡ɬʰalʊsit͡swɪŋ sɪnt͡ɬɪ mʊ tɪŋ χa dikaχʊ diŋwɪ .
Ka 1884, Batawana, mophato wa dipitse wa lotso lwa BaTswana o o neng o le kwa bokone o o neng o eteletswe pele ke Kgosi Moremi, o ne wa lwa le go fenya tlhaselo ya MaNdebele kwa bokone jwa Botswana kwa Ntweng ya Khutiyabasadi. Se e ne e le tshimologo ya go phutlhama ga Bogosi jwa Ndebele kwa Zimbabwe, mme bo ne jwa thusa bolaodi jo bo buang Setswana.	ka sɪkɪtɪ lɪ mak͡χʰʊlʊ a fɪraŋ bʊbɪdi lɪ masʊmɪ a fɪraŋ bʊbɪdi lɪ bʊnɪ , batawana , mʊpʰatʊ wa dipit͡sɪ wa lʊt͡sʊ lwa bat͡swana ʊ ʊ nɪŋ ʊ lɪ kwa bʊkʊnɪ ʊ ʊ nɪŋ ʊ ɪtɪlɪt͡swɪ pɪlɪ kɪ k͡χʰʊsi mʊrɪmi , ʊ nɪ wa lwa lɪ χʊ fɪɲa t͡ɬʰasɪlʊ ja mandɪbɪlɪ kwa bʊkʊnɪ d͡ʒwa bʊt͡swana kwa ntwɪŋ ja kʰutijabasadi . sɪ ɪ nɪ ɪ lɪ t͡sʰimʊlʊχʊ ja χʊ pʰut͡ɬʰama χa bʊχʊsi d͡ʒwa ndɪbɪlɪ kwa zimbabwɪ , mmɪ bʊ nɪ d͡ʒwa tʰusa bʊlaʊdi d͡ʒʊ bʊ buaŋ sɪt͡swana .
Gaborone o agilwe magare ga thaba ya Kgale le Oodi, mo nokeng ya Notwane mo borwabothaba jwa Botswana, le 15 km (9.3 mi) go tswa mo molelwaneng wa Aferika borwa	χabʊrʊnɪ ʊ aχilwɪ maχarɪ χa tʰaba ja k͡χʰalɪ lɪ ʊʊdi , mʊ nʊkɪŋ ja nʊtwanɪ mʊ bʊrwabʊtʰaba d͡ʒwa bʊt͡swana , lɪ dikilʊmɪtara di lɪ lɪsʊmɪ lɪ bʊt͡ɬʰanʊ dimaɪlɪ di lɪ bʊfɪra bʊŋwɪ nt͡ɬʰa bʊrarʊ χʊ t͡swa mʊ mʊlɪlwanɪŋ wa afɪrika bʊrwa
Metshwako ya Bial e dirilwe ka 0.4gm orcin,dimelemetha dile makgolo a mabedi (200 ml) tsa motswako yo tseneletseng wa hydrochloric acid le 0.5 ml ya dipesente dile lesome (10%) tse motswako wa ferric chloride .	mɪt͡sʰwakʊ ja bial ɪ dirilwɪ ka lɪfɪla nt͡ɬʰa bʊnɪ χm ʊrkin , dimɪlɪmɪtʰa dilɪ mak͡χʰʊlʊ a mabɪdi mak͡χʰʊlʊ a mabɪdi ml t͡sa mʊt͡swakʊ jʊ t͡sɪnɪlɪt͡sɪŋ wa hjdrʊkhlʊrik akid lɪ lɪfɪla nt͡ɬʰa bʊt͡ɬʰanʊ ml ja dipɪsɪntɪ dilɪ lɪsʊmɪ lɪsʊmɪ mʊ lɪk͡χʰʊlʊŋ t͡sɪ mʊt͡swakʊ wa fɪrrik khlʊridɪ .
Ditshegwane ke motse yo o mo kgaolong ya Kweneng (Kweneng District) mo Botswana. Motse yo o ikagile mo sekgele sa dikilometara di le lesome le botlhano (15km) kwa borwa-botlhaba jwa Letlhakeng. Go na le batho ba le sekete le makgolo a le supa, masome a le borataro le metso e le thataro (1.766) go ya ka palo batho 2001.	dit͡sʰɪχwanɪ kɪ mʊt͡sɪ jʊ ʊ mʊ k͡χʰaʊlʊŋ ja kwɪnɪŋ kwɪnɪŋ distrikt mʊ bʊt͡swana . mʊt͡sɪ jʊ ʊ ikaχilɪ mʊ sɪk͡χʰɪlɪ sa dikilʊmɪtara di lɪ lɪsʊmɪ lɪ bʊt͡ɬʰanʊ dikilʊmɪtara di lɪ lɪsʊmɪ lɪ bʊt͡ɬʰanʊ kwa bʊrwa bʊt͡ɬʰaba d͡ʒwa lɪt͡ɬʰakɪŋ . χʊ na lɪ batʰʊ ba lɪ sɪkɪtɪ lɪ mak͡χʰʊlʊ a lɪ supa , masʊmɪ a lɪ bʊratarʊ lɪ mɪt͡sʊ ɪ lɪ tʰatarʊ sɪkɪtɪ lɪ mak͡χʰʊlʊ a supaŋ lɪ masʊmɪ a maratarʊ lɪ bʊratarʊ χʊ ja ka palʊ batʰʊ dikɪtɪ t͡sɪ pɪdi lɪ bʊŋwɪ .
Serowe Official Website 2019-11-07 at the Wayback Machine	sɪrʊwɪ ʊffikial wɪbsitɪ dikɪtɪ t͡sɪ pɪdi lɪ lɪsʊmɪ lɪ bʊfɪra bʊŋwɪ lɪsʊmɪ lɪ bʊŋwɪ bʊsupa at tʰɪ wajbakk makhinɪ
Serowe tourist information 2004-08-22 at the Wayback Machine	sɪrʊwɪ tʊurist infʊrmatiʊn dikɪtɪ t͡sɪ pɪdi lɪ bʊnɪ bʊfɪra bʊbɪdi masʊmɪ a mabɪdi lɪ bʊbɪdi at tʰɪ wajbakk makhinɪ
Kago e ne ya agiwa ka ngwaga wa 1887 go tlisa botsalanyo, badiri ba molao, gape le mokwadi Simon Wolf. Ke seatswi sa bodiko jwa kgaolo ya ditso tsaDupont, mme e lopile selekanyo sa $2,266,160 Beng Ba ba itsegeng ba akaretsa William F. Aldrich, Thomas H. Anderson, Thomas Leiter (morwa wa ga Levi Leiter) gape le badiredi ba puso le setlhopa sa bagodi.	kaχʊ ɪ nɪ ja aχiwa ka ŋwaχa wa sɪkɪtɪ lɪ mak͡χʰʊlʊ a fɪraŋ bʊbɪdi lɪ masʊmɪ a fɪraŋ bʊbɪdi lɪ bʊsupa χʊ t͡ɬisa bʊt͡salaɲʊ , badiri ba mʊlaʊ , χapɪ lɪ mʊkwadi simʊn wʊlf . kɪ sɪat͡swi sa bʊdikʊ d͡ʒwa k͡χʰaʊlʊ ja dit͡sʊ t͡sadupʊnt , mmɪ ɪ lʊpilɪ sɪlɪkaɲʊ sa didʊlara di lɪ bʊbɪdi bʊbɪdi bʊratarʊ bʊratarʊ bʊŋwɪ bʊratarʊ lɪfɪla bɪŋ ba ba it͡sɪχɪŋ ba akarɪt͡sa william f . aldrikh , tʰʊmas h . andɪrsʊn , tʰʊmas lɪitɪr mʊrwa wa χa lɪvi lɪitɪr χapɪ lɪ badirɪdi ba pusʊ lɪ sɪt͡ɬʰʊpa sa baχʊdi .
Polokelo ya madi e ke yone e e fang dithuso tsa madi mo borwa jwa Aferika gape le ntlha tse dingwe tsa botlhaba jwa Aferika. , didirisiwa tsa setlhopha sa polokelo ya madi di ne tsa lopa tlhwatlhwa tse di fetlang selekanyo sa US$:932 million,le tekatekano ya baabelani ya tlhwatlhwa tse di fetlang US$67.9 million.	pʊlʊkɪlʊ ja madi ɪ kɪ jʊnɪ ɪ ɪ faŋ ditʰusʊ t͡sa madi mʊ bʊrwa d͡ʒwa afɪrika χapɪ lɪ nt͡ɬʰa t͡sɪ diŋwɪ t͡sa bʊt͡ɬʰaba d͡ʒwa afɪrika , didirisiwa t͡sa sɪt͡ɬʰʊpʰa sa pʊlʊkɪlʊ ja madi di nɪ t͡sa lʊpa t͡ɬʰwat͡ɬʰwa t͡sɪ di fɪt͡ɬaŋ sɪlɪkaɲʊ sa us , mak͡χʰʊlʊ a fɪraŋ bʊŋwɪ lɪ masʊmɪ a mararʊ lɪ bʊbɪdi milliʊn , lɪ tɪkatɪkanʊ ja baabɪlani ja t͡ɬʰwat͡ɬʰwa t͡sɪ di fɪt͡ɬaŋ didʊlara di lɪ masʊmɪ a maratarʊ lɪ bʊsupa nt͡ɬʰa bʊfɪra bʊŋwɪ milliʊn .
Polokelo madi ya ABC e ntsha selekanyo sa US$10 Million go adima SMEs	pʊlʊkɪlʊ madi ja abk ɪ nt͡sʰa sɪlɪkaɲʊ sa didʊlara di lɪ lɪsʊmɪ milliʊn χʊ adima smɪs
Goromente wa Mozambique o kopile $450 million mo mading a mafatshe ka bophara a thosu ya potlako kwa bokopano jo bo neng bo tshwaretswe kwa Rome ka kgwedi ya Motsheaganong ka ngwaga wa 200.	χʊrʊmɪntɪ wa mʊzambikuɪ ʊ kʊpilɪ didʊlara di lɪ mak͡χʰʊlʊ a manɪ lɪ masʊmɪ a mat͡ɬʰanʊ milliʊn mʊ madiŋ a mafat͡sʰɪ ka bʊpʰara a tʰʊsu ja pʊt͡ɬakʊ kwa bʊkʊpanʊ d͡ʒʊ bʊ nɪŋ bʊ t͡sʰwarɪt͡swɪ kwa rʊmɪ ka k͡χʰwɪdi ja mʊt͡sʰɪaχanʊŋ ka ŋwaχa wa mak͡χʰʊlʊ a mabɪdi .
Setswana se na le medumo e mebedi, e e kwa godimo le e e kwa tlase, mme ya morago e na le phatlalatso e e anameng thata mo mafokong go na le ya pele. Medumo ga e a tshwaiwa ka mokwalo, se se ka nnang sa dira gore go se ka ga tlhaloganyesega sentle.	sɪt͡swana sɪ na lɪ mɪdumʊ ɪ mɪbɪdi , ɪ ɪ kwa χʊdimʊ lɪ ɪ ɪ kwa t͡ɬasɪ , mmɪ ja mʊraχʊ ɪ na lɪ pʰat͡ɬalat͡sʊ ɪ ɪ anamɪŋ tʰata mʊ mafʊkʊŋ χʊ na lɪ ja pɪlɪ . mɪdumʊ χa ɪ a t͡sʰwaiwa ka mʊkwalʊ , sɪ sɪ ka nnaŋ sa dira χʊrɪ χʊ sɪ ka χa t͡ɬʰalʊχaɲɪsɪχa sɪnt͡ɬɪ .
Solomon Plaatje, motlhalefi le moitseanape wa puo wa Aforika Borwa, e ne e le mongwe wa bakwadi ba ntlha go kwala thata ka puo ya Setswana le ka ga yone.	sʊlʊmʊn plaatd͡ʒɪ , mʊt͡ɬʰalɪfi lɪ mʊit͡sɪanapɪ wa puʊ wa afʊrika bʊrwa , ɪ nɪ ɪ lɪ mʊŋwɪ wa bakwadi ba nt͡ɬʰa χʊ kwala tʰata ka puʊ ja sɪt͡swana lɪ ka χa jʊnɪ .
Lenaneo la ditumanosi tsa Setswana le ka bonwa fa tlase.	lɪnanɪʊ la ditumanʊsi t͡sa sɪt͡swana lɪ ka bʊnwa fa t͡ɬasɪ .
Dipuo dingwe di na le ditumanosi tse pedi tsa tlaleletso, ditumanosi tse di gaufi le bogare /e/ le /o/. Potologo ya e le o ka kakaretso mo mokwalong wa Setswana e rotloediwa fela mo maemong a thuto a motheo e seng kwa ditlhopheng tse di kwa godimo tsa dikolo tse dipotlana kgotsago ya kwa godimo; gantsi tseno di kwalwa kwantle ga sediko.	dipuʊ diŋwɪ di na lɪ ditumanʊsi t͡sɪ pɪdi t͡sa t͡ɬalɪlɪt͡sʊ , ditumanʊsi t͡sɪ di χaufi lɪ bʊχarɪ ɪ lɪ ʊ . pʊtʊlʊχʊ ja ɪ lɪ ʊ ka kakarɪt͡sʊ mʊ mʊkwalʊŋ wa sɪt͡swana ɪ rʊt͡ɬʊɪdiwa fɪla mʊ maɪmʊŋ a tʰutʊ a mʊtʰɪʊ ɪ sɪŋ kwa dit͡ɬʰʊpʰɪŋ t͡sɪ di kwa χʊdimʊ t͡sa dikʊlʊ t͡sɪ dipʊt͡ɬana k͡χʰʊt͡saχʊ ja kwa χʊdimʊ , χant͡si t͡sɪnʊ di kwalwa kwant͡ɬɪ χa sɪdikʊ .
Lenaneo la ditumammogo tsa Setswana le ka bonwa fa tlase.	lɪnanɪʊ la ditumammʊχʊ t͡sa sɪt͡swana lɪ ka bʊnwa fa t͡ɬasɪ .
Tumanosi [d] ke allophone fela ya /l/, fa ya morago e latelwa ke ditumanosi /i/ kgotsa /u/. Medumo e mengwe e mebedi, v /v/ le z /z/, e teng fela mo mafokong a a adimilweng.	tumanʊsi d kɪ allʊpʰʊnɪ fɪla ja l , fa ja mʊraχʊ ɪ latɪlwa kɪ ditumanʊsi i k͡χʰʊt͡sa u . mɪdumʊ ɪ mɪŋwɪ ɪ mɪbɪdi , v v lɪ z z , ɪ tɪŋ fɪla mʊ mafʊkʊŋ a a adimilwɪŋ .
Setswana le sone se na le ditumammogo tse tharo tsa tobetsa, fela tse di dirisiwa fela mo ditlhakeng kgotsa mo di-ideophone, mme di na le go dirisiwa fela ke kokomane ya bogologolo, mme ka jalo di a tswa mo tirisong. Ditumammogo tse tharo tsa tobetso ke tobetso ya meno /ǀ/, ka mokwalo ⟨c⟩; tobetso ya ka fa thoko /ǁ/, ka mokwalo ⟨x⟩; le go tobetsa ga alveolar /ǃ/, ka mokwalo ⟨q⟩.	sɪt͡swana lɪ sʊnɪ sɪ na lɪ ditumammʊχʊ t͡sɪ tʰarʊ t͡sa tʊbɪt͡sa , fɪla t͡sɪ di dirisiwa fɪla mʊ dit͡ɬʰakɪŋ k͡χʰʊt͡sa mʊ di idɪʊpʰʊnɪ , mmɪ di na lɪ χʊ dirisiwa fɪla kɪ kʊkʊmanɪ ja bʊχʊlʊχʊlʊ , mmɪ ka d͡ʒalʊ di a t͡swa mʊ tirisʊŋ . ditumammʊχʊ t͡sɪ tʰarʊ t͡sa tʊbɪt͡sʊ kɪ tʊbɪt͡sʊ ja mɪnʊ , ka mʊkwalʊ k , tʊbɪt͡sʊ ja ka fa tʰʊkʊ , ka mʊkwalʊ z , lɪ χʊ tʊbɪt͡sa χa alvɪʊlar , ka mʊkwalʊ k .
Go fopholediwa gore 77% ya baagi ba naga ba itlhaola e le Bakeresete. Ma-Anglican, Ma-Methodist le Kereke ya Phuthego e e Kopaneng ya Borwa jwa Aforika ke bontsi jwa mekgatlho ya Bokeresete. Gape lefatshe le le na le diphuthego tsa:	χʊ fʊpʰʊlɪdiwa χʊrɪ masʊmɪ a supaŋ lɪ bʊsupa mʊ lɪk͡χʰʊlʊŋ ja baaχi ba naχa ba it͡ɬʰaʊla ɪ lɪ bakɪrɪsɪtɪ . ma aŋlikan , ma mɪtʰʊdist lɪ kɪrɪkɪ ja pʰutʰɪχʊ ɪ ɪ kʊpanɪŋ ja bʊrwa d͡ʒwa afʊrika kɪ bʊnt͡si d͡ʒwa mɪk͡χʰat͡ɬʰʊ ja bʊkɪrɪsɪtɪ . χapɪ lɪfat͡sʰɪ lɪ lɪ na lɪ dipʰutʰɪχʊ t͡sa ,
Go ya ka palo ya batho ya 2001, setšhaba seo se na le Muslims ba ka nnadikete tse tlhano (bogolo jang ba ba tswang kwa Asia Borwa), Bahindu ba le dikete tse tharo le ba le makgolo a supa ba Tumelo ya Baháʼí. Mo e ka nnang 20% ​​ya baagi ba itshupa ba se na bodumedi.	χʊ ja ka palʊ ja batʰʊ ja dikɪtɪ t͡sɪ pɪdi lɪ bʊŋwɪ , sɪt͡ʃʰaba sɪʊ sɪ na lɪ muslims ba ka nnadikɪtɪ t͡sɪ t͡ɬʰanʊ bʊχʊlʊ d͡ʒaŋ ba ba t͡swaŋ kwa asia bʊrwa , bahindu ba lɪ dikɪtɪ t͡sɪ tʰarʊ lɪ ba lɪ mak͡χʰʊlʊ a supa ba tumɪlʊ ja baha i . mʊ ɪ ka nnaŋ masʊmɪ a mabɪdi mʊ lɪk͡χʰʊlʊŋ ja baaχi ba it͡sʰupa ba sɪ na bʊdumɪdi .
Kgolo ya palo ya batho mo Gaborone ke selekanyo se se 3.4%, se se difetang tsotlhe mo Botswana. Se se ka diragala ka gore toropo e na le dithabololo tsa dikago, se se dirang gore e ratege.. Gaborone ke enngwe ya ditoropo tse di golang mo lefatsheng ka bophara. Kgolo e e dirwa ke go fuduga ga batho go tswa mo lefatshebg lotlhe.	k͡χʰʊlʊ ja palʊ ja batʰʊ mʊ χabʊrʊnɪ kɪ sɪlɪkaɲʊ sɪ sɪ bʊrarʊ nt͡ɬʰa bʊnɪ mʊ lɪk͡χʰʊlʊŋ , sɪ sɪ difɪtaŋ t͡sʊt͡ɬʰɪ mʊ bʊt͡swana . sɪ sɪ ka diraχala ka χʊrɪ tʊrʊpʊ ɪ na lɪ ditʰabʊlʊlʊ t͡sa dikaχʊ , sɪ sɪ diraŋ χʊrɪ ɪ ratɪχɪ . χabʊrʊnɪ kɪ ɪnŋwɪ ja ditʊrʊpʊ t͡sɪ di χʊlaŋ mʊ lɪfat͡sʰɪŋ ka bʊpʰara . k͡χʰʊlʊ ɪ ɪ dirwa kɪ χʊ fuduχa χa batʰʊ χʊ t͡swa mʊ lɪfat͡sʰɪbχ lʊt͡ɬʰɪ .
Ka ngwaga wa 2008 However, Gaborone has the most air passenger traffic, accounting for 51.6% of all passenger movement in Botswana. International passengers total 244,073 passengers while domestic air passenger movement comes up to 333,390 passenger.	ka ŋwaχa wa dikɪtɪ t͡sɪ pɪdi lɪ bʊfɪra bʊbɪdi hʊwɪvɪr , χabʊrʊnɪ has tʰɪ mʊst air passɪŋɪr traffik , akkʊuntiŋ fʊr masʊmɪ a mat͡ɬʰanʊ lɪ bʊŋwɪ nt͡ɬʰa bʊratarʊ mʊ lɪk͡χʰʊlʊŋ ʊf all passɪŋɪr mʊvɪmɪnt in bʊt͡swana . intɪrnatiʊnal passɪŋɪrs tʊtal dikɪtɪ t͡sɪ mak͡χʰʊlʊ a mabɪdi lɪ masʊmɪ a manɪ lɪ bʊnɪ lɪ masʊmɪ a supaŋ lɪ bʊrarʊ passɪŋɪrs whilɪ dʊmɪstik air passɪŋɪr mʊvɪmɪnt kʊmɪs up tʊ dikɪtɪ t͡sɪ mak͡χʰʊlʊ a mararʊ lɪ masʊmɪ a mararʊ lɪ bʊrarʊ lɪ mak͡χʰʊlʊ a mararʊ lɪ masʊmɪ a fɪraŋ bʊŋwɪ passɪŋɪr .
100 metres: 9.91 (+0.8 m/s) ( Cali, 3 August 2022)	lɪk͡χʰʊlʊ mɪtrɪs , bʊfɪra bʊŋwɪ nt͡ɬʰa bʊfɪra bʊŋwɪ bʊŋwɪ dimɪtara di lɪ lɪfɪla nt͡ɬʰa bʊfɪra bʊbɪdi ka mʊt͡sʊt͡swana kali , bʊrarʊ auχust dikɪtɪ t͡sɪ pɪdi lɪ masʊmɪ a mabɪdi lɪ bʊbɪdi
Ka ngwaga wa 2000 Molao wa ONEP o ne wa fetolwa go akaretsa leswe (go phepafatsa le go phepafatsa metsi a a leswe) mo thulaganyong ya ONEP. Ka nako e e tshwanang, ditlhotlhwa tsa metsi a a leswe (redevance d'assainissement) di ne tsa simololwa, le fa di le kwa tlase thata ga 1 Dirham/m3, mme go ne ga tlhomiwa lenaneo	ka ŋwaχa wa dikɪtɪ t͡sɪ pɪdi mʊlaʊ wa ʊnɪp ʊ nɪ wa fɪtʊlwa χʊ akarɪt͡sa lɪswɪ χʊ pʰɪpafat͡sa lɪ χʊ pʰɪpafat͡sa mɪt͡si a a lɪswɪ mʊ tʰulaχaɲʊŋ ja ʊnɪp . ka nakʊ ɪ ɪ t͡sʰwanaŋ , dit͡ɬʰʊt͡ɬʰwa t͡sa mɪt͡si a a lɪswɪ rɪdɪvankɪ d assainissɪmɪnt di nɪ t͡sa simʊlʊlwa , lɪ fa di lɪ kwa t͡ɬasɪ tʰata χa bʊŋwɪ dirham m bʊrarʊ , mmɪ χʊ nɪ χa t͡ɬʰʊmiwa lɪnanɪʊ
Smith o ne a tlhophiwa ke setlhopha sa Denver Broncos ba Denver Broncos ka 1968 NFL/AFL Draft, moragonyana o ne a tshameka mo NFL a tshamekela Broncos le Washington Redskins.	smitʰ ʊ nɪ a t͡ɬʰʊpʰiwa kɪ sɪt͡ɬʰʊpʰa sa dɪnvɪr brʊnkʊs ba dɪnvɪr brʊnkʊs ka sɪkɪtɪ lɪ mak͡χʰʊlʊ a fɪraŋ bʊŋwɪ lɪ masʊmɪ a maratarʊ lɪ bʊfɪra bʊbɪdi nfl afl draft , mʊraχʊɲana ʊ nɪ a t͡sʰamɪka mʊ nfl a t͡sʰamɪkɪla brʊnkʊs lɪ waʃiŋtʊn rɪdskins .
Warren o ne a tlhophiwa mo legatong la borataro (palogotlhe ya 155) ka 1968 NFL/AFL Draft.	warrɪn ʊ nɪ a t͡ɬʰʊpʰiwa mʊ lɪχatʊŋ la bʊratarʊ palʊχʊt͡ɬʰɪ ja lɪk͡χʰʊlʊ lɪ masʊmɪ a mat͡ɬʰanʊ lɪ bʊt͡ɬʰanʊ ka sɪkɪtɪ lɪ mak͡χʰʊlʊ a fɪraŋ bʊŋwɪ lɪ masʊmɪ a maratarʊ lɪ bʊfɪra bʊbɪdi nfl afl draft .
Mmankgodi ke motse o o mo kgaolong ya Kweneng mo Botswana. O fitlhelwa dikilometara di le masome a mararo le botlhano go ​​tswa kwa Gaborone le dikilometara di ka nna masome a mararo go tswa kwa molelwaneng le Aforika Borwa. Baagi ba Mmankgodi e ne e le 6,802 ka palobatho ya 2011.	mmank͡χʰʊdi kɪ mʊt͡sɪ ʊ ʊ mʊ k͡χʰaʊlʊŋ ja kwɪnɪŋ mʊ bʊt͡swana . ʊ fit͡ɬʰɪlwa dikilʊmɪtara di lɪ masʊmɪ a mararʊ lɪ bʊt͡ɬʰanʊ χʊ t͡swa kwa χabʊrʊnɪ lɪ dikilʊmɪtara di ka nna masʊmɪ a mararʊ χʊ t͡swa kwa mʊlɪlwanɪŋ lɪ afʊrika bʊrwa . baaχi ba mmank͡χʰʊdi ɪ nɪ ɪ lɪ dikɪtɪ t͡sɪ tʰatarʊ lɪ mak͡χʰʊlʊ a fɪraŋ bʊbɪdi lɪ bʊbɪdi ka palʊbatʰʊ ja dikɪtɪ t͡sɪ pɪdi lɪ lɪsʊmɪ lɪ bʊŋwɪ .
